date,open,high,low,close,volume,market cap,average
2017-10-18,0.62,0.63,0.57,0.63,20958,-,0.60
2017-10-19,0.62,0.84,0.61,0.77,173574,-,0.72
2017-10-20,0.77,0.77,0.56,0.59,80848,-,0.67
2017-10-21,0.59,0.64,0.54,0.57,26035,-,0.59
2017-10-22,0.57,0.71,0.55,0.59,166006,-,0.63
2017-10-23,0.59,1.44,0.52,1.21,86389,-,0.98
2017-10-24,1.05,1.05,0.57,0.61,62509,-,0.81
2017-10-25,0.61,0.63,0.58,0.60,76102,-,0.60
2017-10-26,0.60,0.82,0.59,0.66,265716,-,0.71
2017-10-27,0.66,0.75,0.54,0.55,255065,-,0.64
2017-10-28,0.55,0.61,0.54,0.57,71166,-,0.57
2017-10-29,0.57,0.66,0.56,0.61,40317,-,0.61
2017-10-30,0.61,0.64,0.55,0.61,79874,-,0.59
2017-10-31,0.61,0.61,0.51,0.51,173262,-,0.56
2017-11-01,0.51,0.56,0.50,0.50,10755,-,0.53
2017-11-02,0.50,0.57,0.48,0.56,42525,-,0.53
2017-11-03,0.56,0.60,0.51,0.59,44646,-,0.55
2017-11-04,0.59,0.59,0.57,0.57,15315,-,0.58
2017-11-05,0.58,0.61,0.57,0.60,45060,-,0.59
2017-11-06,0.61,0.62,0.58,0.58,31526,-,0.60
2017-11-07,0.58,0.64,0.58,0.63,142634,-,0.61
2017-11-08,0.63,0.76,0.63,0.74,92374,-,0.69
2017-11-09,0.73,0.78,0.65,0.76,46635,-,0.71
2017-11-10,0.76,0.77,0.62,0.71,52205,-,0.70
2017-11-11,0.70,0.76,0.64,0.68,55593,-,0.70
2017-11-12,0.68,0.78,0.66,0.70,261653,-,0.72
2017-11-13,0.70,0.77,0.70,0.77,65938,-,0.74
2017-11-14,0.77,0.82,0.74,0.82,75478,-,0.78
2017-11-15,0.82,0.85,0.79,0.83,94208,-,0.82
2017-11-16,0.83,0.90,0.75,0.75,67004,-,0.82
2017-11-17,0.75,0.83,0.74,0.77,50093,-,0.78
2017-11-18,0.80,0.88,0.78,0.81,75408,-,0.83
2017-11-19,0.81,0.90,0.81,0.87,20096,-,0.86
2017-11-20,0.87,0.91,0.81,0.89,23302,-,0.86
2017-11-21,0.89,0.93,0.71,0.86,32733,-,0.82
2017-11-22,0.86,0.87,0.75,0.80,74347,-,0.81
2017-11-23,0.80,0.92,0.79,0.82,131685,-,0.85
2017-11-24,0.82,2.03,0.80,1.49,354338,-,1.42
2017-11-25,1.49,1.56,1.06,1.16,358097,-,1.31
2017-11-26,1.16,1.25,1.07,1.16,152946,-,1.16
2017-11-27,1.16,1.32,1.13,1.22,478944,-,1.23
2017-11-28,1.21,1.89,1.21,1.89,2219830,-,1.55
2017-11-29,1.89,2.09,1.67,1.70,799269,-,1.88
2017-11-30,1.73,1.83,1.49,1.71,224195,-,1.66
2017-12-01,1.71,1.74,1.50,1.55,953008,-,1.62
2017-12-02,1.55,1.67,1.23,1.51,456170,-,1.45
2017-12-03,1.51,1.60,1.44,1.49,170430,-,1.52
2017-12-04,1.49,1.54,1.43,1.54,85215,-,1.48
2017-12-05,1.54,1.63,1.44,1.59,307559,-,1.53
2017-12-06,1.58,2.30,1.58,2.27,497558,-,1.94
2017-12-07,2.24,2.41,2.04,2.12,463551,-,2.23
2017-12-08,2.20,2.47,1.99,2.32,460544,90208400,2.23
2017-12-09,2.32,2.58,2.22,2.41,54054,95338300,2.40
2017-12-10,2.42,2.42,2.11,2.24,72057,99330200,2.26
2017-12-11,2.24,3.04,2.16,3.04,118258,91896400,2.60
2017-12-12,3.02,4.50,2.96,4.50,254581,124073000,3.73
2017-12-13,4.51,6.25,3.86,5.21,277482,185106000,5.05
2017-12-14,5.21,5.44,2.01,2.03,947561,213785000,3.73
2017-12-15,2.03,2.88,1.82,2.51,2868550,107640000,2.35
2017-12-16,2.50,2.72,1.79,2.11,1085950,132377000,2.25
2017-12-17,2.11,2.41,1.88,2.04,1341740,112024000,2.15
2017-12-18,2.04,3.01,1.94,2.92,1969200,108125000,2.47
2017-12-19,2.94,3.27,2.68,2.98,1916510,155514000,2.98
2017-12-20,2.97,2.97,2.53,2.81,732495,157338000,2.75
2017-12-21,2.81,5.42,2.58,4.32,24759100,168255000,4.00
2017-12-22,4.33,4.39,2.82,3.41,7399020,259191000,3.60
2017-12-23,3.45,4.83,3.42,4.10,10526600,206039000,4.12
2017-12-24,4.18,4.29,3.60,3.94,3438260,249811000,3.95
2017-12-25,3.91,5.88,3.56,5.61,16399600,234001000,4.72
2017-12-26,5.61,6.51,4.96,5.54,18545700,344095000,5.73
2017-12-27,5.54,5.70,4.93,5.43,7937650,339787000,5.31
2017-12-28,5.44,5.53,4.17,4.83,9574050,333590000,4.85
2017-12-29,4.87,5.08,4.44,4.75,7855150,298814000,4.76
2017-12-30,4.72,5.70,4.29,5.08,14581700,289156000,5.00
