date,open,high,low,close,volume,market cap,average
2014-05-21,2.47,2.65,1.23,1.60,246540,2079640,1.94
2014-05-22,1.59,2.19,1.36,2.10,132918,1371470,1.77
2014-05-23,2.05,3.43,2.05,2.96,266852,1816200,2.74
2014-05-24,2.92,4.01,2.62,3.70,248028,2653720,3.31
2014-05-25,4.04,4.04,2.80,3.14,283545,3774890,3.42
2014-05-26,3.22,3.76,2.31,3.02,220148,3070190,3.04
2014-05-27,3.03,3.03,2.07,2.21,97603,2958060,2.55
2014-05-28,2.24,2.85,1.91,2.27,177716,2231880,2.38
2014-05-29,2.21,2.49,1.68,1.68,109157,2251030,2.08
2014-05-30,1.68,1.87,1.08,1.57,119296,1742630,1.48
2014-05-31,1.58,2.28,1.41,1.94,117399,1675440,1.84
2014-06-01,1.94,2.57,1.54,1.74,130602,2111850,2.05
2014-06-02,1.76,1.94,1.60,1.73,47672,1964820,1.77
2014-06-03,1.73,2.10,1.65,1.93,91332,1966370,1.88
2014-06-04,1.93,1.99,1.71,1.81,51886,2238440,1.85
2014-06-06,1.46,1.51,1.17,1.24,100635,1781530,1.34
2014-06-07,1.24,1.69,1.21,1.36,44187,1523430,1.45
2014-06-08,1.36,1.44,1.24,1.34,40634,1702900,1.34
2014-06-09,1.33,1.64,1.27,1.52,56500,1697580,1.46
2014-06-10,1.48,2.39,1.31,1.73,182599,1917820,1.85
2014-06-11,1.72,2.17,1.53,1.62,85735,2279840,1.85
2014-06-12,1.62,2.17,1.53,1.74,108619,2174900,1.85
2014-06-13,1.65,1.96,1.62,1.92,84237,2257650,1.79
2014-06-14,1.93,2.82,1.88,2.34,276919,2677530,2.35
2014-06-15,2.32,2.75,2.25,2.69,150652,3288170,2.50
2014-06-16,2.72,3.55,2.62,3.18,438776,3905660,3.08
2014-06-17,3.15,3.31,2.72,2.82,228445,4601540,3.02
2014-06-18,2.90,2.98,2.46,2.79,183102,4304890,2.72
2014-06-19,2.78,3.52,2.68,3.13,283962,4188790,3.10
2014-06-20,3.17,4.59,3.12,4.56,543764,4844000,3.85
2014-06-21,4.33,5.85,4.14,5.01,723077,6730580,4.99
2014-06-22,4.98,5.21,4.02,4.35,491984,7853920,4.62
2014-06-23,4.28,4.82,3.77,3.98,433301,6851250,4.29
2014-06-24,3.93,4.07,2.96,3.28,150995,6374590,3.52
2014-06-25,3.23,3.39,2.63,3.39,217183,5313820,3.01
2014-06-26,3.28,3.38,2.80,2.89,117740,5471230,3.09
2014-06-27,2.98,3.00,2.07,2.20,250643,5044180,2.54
2014-06-28,2.32,2.90,2.25,2.55,184970,3997740,2.58
2014-06-29,2.55,2.76,2.26,2.54,138511,4434960,2.51
2014-06-30,2.55,2.70,2.44,2.50,124575,4484350,2.57
2014-07-01,2.51,2.65,2.34,2.35,98540,4470350,2.50
