date,open,high,low,close,volume,market cap,average
2017-07-01,1.03,1.07,0.99,1.01,13613000,-,1.03
2017-07-02,1.00,2.88,0.82,2.71,320452000,-,1.85
2017-07-03,2.72,5.40,2.63,4.09,414950000,-,4.02
2017-07-04,4.10,4.19,2.93,3.37,218559000,656753000,3.56
2017-07-05,3.36,3.52,2.73,3.00,124339000,547544000,3.12
2017-07-06,3.01,3.87,3.01,3.36,177463000,502465000,3.44
2017-07-07,3.35,3.35,2.71,2.80,96596500,566644000,3.03
2017-07-08,2.82,2.90,2.09,2.59,151162000,485188000,2.50
2017-07-09,2.60,2.69,2.19,2.29,87525100,491957000,2.44
2017-07-10,2.25,2.39,1.72,1.83,79608800,464611000,2.06
2017-07-11,1.79,1.82,1.42,1.66,111023000,372111000,1.62
2017-07-12,1.64,2.09,1.54,2.07,104621000,346085000,1.81
2017-07-13,2.08,2.13,1.71,1.74,51203900,443420000,1.92
2017-07-14,1.73,1.77,1.54,1.55,41025200,371675000,1.66
2017-07-15,1.55,1.55,1.30,1.30,34208800,339219000,1.43
2017-07-16,1.29,1.35,1.19,1.25,30802800,284276000,1.27
2017-07-17,1.25,1.57,1.25,1.54,62295100,278755000,1.41
2017-07-18,1.54,1.75,1.48,1.70,58108000,345694000,1.61
2017-07-19,1.70,1.79,1.54,1.56,55057600,384563000,1.67
2017-07-20,1.57,1.76,1.57,1.74,45949800,357758000,1.67
2017-07-21,1.76,2.02,1.73,1.82,58164900,404351000,1.88
2017-07-22,1.82,2.00,1.81,1.96,41809000,421938000,1.91
2017-07-23,1.96,2.14,1.74,1.87,60205000,459832000,1.94
2017-07-24,1.88,1.95,1.82,1.87,36585400,445118000,1.89
2017-07-25,1.88,1.89,1.55,1.65,42547000,448823000,1.72
2017-07-26,1.64,1.74,1.47,1.74,48693200,396121000,1.60
2017-07-27,1.75,1.98,1.73,1.95,69371700,425312000,1.85
2017-07-28,1.96,2.01,1.85,1.85,64730400,481392000,1.93
2017-07-29,1.83,1.84,1.66,1.83,44021100,452704000,1.75
2017-07-30,1.83,1.84,1.71,1.78,27580200,455967000,1.77
2017-07-31,1.77,1.79,1.71,1.74,29657700,446574000,1.75
2017-08-01,1.75,1.81,1.68,1.78,39175500,442971000,1.75
2017-08-02,1.78,1.82,1.76,1.78,28880800,455223000,1.79
2017-08-03,1.78,1.81,1.75,1.80,25878000,457634000,1.78
2017-08-04,1.80,1.85,1.80,1.81,34183300,467884000,1.83
2017-08-05,1.80,1.98,1.76,1.91,52324800,471268000,1.87
2017-08-06,1.90,1.90,1.72,1.74,38436700,501778000,1.81
2017-08-07,1.73,1.83,1.71,1.81,46022400,462733000,1.77
2017-08-08,1.81,2.04,1.79,1.88,76270800,487777000,1.92
2017-08-09,1.88,1.95,1.81,1.83,36813700,510157000,1.88
2017-08-10,1.83,1.89,1.83,1.83,43519300,501169000,1.86
2017-08-11,1.83,1.87,1.77,1.79,49178400,504138000,1.82
2017-08-12,1.79,1.82,1.66,1.67,38131800,495957000,1.74
2017-08-13,1.67,1.68,1.58,1.62,40514200,465780000,1.63
2017-08-14,1.61,1.67,1.54,1.66,39205300,453328000,1.60
2017-08-15,1.66,1.81,1.59,1.65,58304700,469853000,1.70
2017-08-16,1.64,1.64,1.59,1.60,24022000,468739000,1.61
2017-08-17,1.60,1.61,1.52,1.55,25713300,459650000,1.56
2017-08-18,1.54,1.54,1.40,1.42,26841700,445570000,1.47
2017-08-19,1.42,1.44,1.32,1.40,24769900,414746000,1.38
2017-08-20,1.40,1.42,1.36,1.37,15673200,412029000,1.39
2017-08-21,1.37,1.38,1.33,1.34,20152300,404724000,1.35
2017-08-22,1.34,1.34,1.26,1.28,23774300,397993000,1.30
2017-08-23,1.29,1.53,1.28,1.41,36567800,384808000,1.41
2017-08-24,1.41,1.42,1.35,1.38,18034600,426382000,1.39
2017-08-25,1.38,1.43,1.35,1.38,20444500,419363000,1.39
2017-08-26,1.38,1.39,1.35,1.36,16466000,421157000,1.37
2017-08-27,1.36,1.37,1.34,1.35,18124100,418196000,1.35
2017-08-28,1.35,1.36,1.32,1.34,18414400,417816000,1.34
2017-08-29,1.34,1.35,1.31,1.31,18993200,417121000,1.33
2017-08-30,1.31,1.33,1.19,1.23,24068700,411683000,1.26
2017-08-31,1.23,1.33,1.22,1.30,22926100,388849000,1.27
2017-09-01,1.30,1.33,1.26,1.30,25853000,415441000,1.29
2017-09-02,1.30,1.43,1.19,1.23,38741300,417177000,1.31
2017-09-03,1.24,1.29,1.18,1.25,22618600,399540000,1.23
2017-09-04,1.25,1.25,0.79,0.85,43045400,406952000,1.02
2017-09-05,0.85,0.92,0.71,0.88,30273900,277362000,0.82
2017-09-06,0.89,1.07,0.85,0.91,26208300,293040000,0.96
2017-09-07,0.92,1.00,0.85,0.98,22912100,304901000,0.93
2017-09-08,0.98,0.98,0.77,0.83,18650200,325195000,0.87
2017-09-09,0.83,0.83,0.75,0.79,10281100,278741000,0.79
2017-09-10,0.79,0.81,0.71,0.74,9494440,266891000,0.76
2017-09-11,0.74,0.75,0.72,0.73,7763470,250148000,0.73
2017-09-12,0.73,0.85,0.73,0.84,15475800,248239000,0.79
2017-09-13,0.84,0.84,0.67,0.73,12370500,287468000,0.76
2017-09-14,0.73,0.75,0.57,0.60,13131300,249825000,0.66
2017-09-15,0.60,0.68,0.52,0.66,13121900,208567000,0.60
2017-09-16,0.67,0.69,0.61,0.63,5602950,231741000,0.65
2017-09-17,0.62,0.67,0.58,0.65,8685770,218104000,0.62
2017-09-18,0.65,0.71,0.65,0.70,9065170,228544000,0.68
2017-09-19,0.71,0.71,0.65,0.65,5520750,250257000,0.68
2017-09-20,0.65,0.65,0.61,0.61,6087520,231481000,0.63
2017-09-21,0.62,0.62,0.54,0.55,6972060,219928000,0.58
2017-09-22,0.55,0.58,0.53,0.57,4556540,197242000,0.56
2017-09-23,0.57,0.59,0.56,0.58,4809880,206350000,0.58
2017-09-24,0.58,0.58,0.55,0.55,7534280,210746000,0.56
2017-09-25,0.55,0.57,0.54,0.57,5592430,199970000,0.56
2017-09-26,0.57,0.58,0.55,0.56,5789570,209783000,0.57
2017-09-27,0.56,0.64,0.56,0.63,11395600,207167000,0.60
2017-09-28,0.63,0.82,0.63,0.82,22672400,234912000,0.72
2017-09-29,0.82,0.84,0.70,0.72,15499400,305136000,0.77
2017-09-30,0.72,0.75,0.71,0.72,10179600,269796000,0.73
2017-10-01,0.72,0.73,0.67,0.71,8938190,272363000,0.70
2017-10-02,0.71,0.71,0.64,0.65,8299880,268425000,0.68
2017-10-03,0.65,0.67,0.62,0.63,7114830,248943000,0.64
2017-10-04,0.63,0.63,0.59,0.60,5449300,242210000,0.61
2017-10-05,0.60,0.62,0.58,0.61,8038660,230827000,0.60
2017-10-06,0.61,0.61,0.59,0.60,6785670,234980000,0.60
2017-10-07,0.60,0.60,0.57,0.59,6250760,233480000,0.59
2017-10-08,0.59,0.61,0.58,0.60,5854700,229724000,0.59
2017-10-09,0.60,0.60,0.55,0.56,6657950,237202000,0.58
2017-10-10,0.56,0.58,0.55,0.56,7701180,220246000,0.56
2017-10-11,0.56,0.63,0.55,0.61,8705650,220811000,0.59
2017-10-12,0.61,0.63,0.58,0.59,8681880,243333000,0.61
2017-10-13,0.59,0.61,0.57,0.58,8587370,237037000,0.59
2017-10-14,0.58,0.62,0.58,0.58,6436220,235451000,0.60
2017-10-15,0.58,0.59,0.56,0.57,6573060,236824000,0.57
2017-10-16,0.57,0.58,0.56,0.56,6005900,232974000,0.57
2017-10-17,0.56,0.56,0.54,0.55,6374050,230284000,0.55
2017-10-18,0.55,0.56,0.51,0.55,7320330,228420000,0.54
2017-10-19,0.55,0.59,0.54,0.57,8084770,225606000,0.57
2017-10-20,0.57,0.58,0.54,0.54,6150650,235831000,0.56
2017-10-21,0.54,0.54,0.51,0.53,7066060,226053000,0.53
2017-10-22,0.53,0.54,0.50,0.52,5538990,221105000,0.52
2017-10-23,0.52,0.52,0.48,0.49,6162350,218357000,0.50
2017-10-24,0.49,0.53,0.48,0.51,7089410,208860000,0.51
2017-10-25,0.51,0.52,0.50,0.50,5046620,219135000,0.51
2017-10-26,0.50,0.53,0.50,0.52,5314240,215751000,0.52
2017-10-27,0.52,0.52,0.50,0.52,4730120,223174000,0.51
2017-10-28,0.52,0.54,0.52,0.54,5960600,225217000,0.53
2017-10-29,0.54,0.68,0.54,0.67,19902600,232441000,0.61
2017-10-30,0.67,0.74,0.65,0.71,20481800,291212000,0.69
2017-10-31,0.71,0.78,0.67,0.78,16200000,312268000,0.73
2017-11-01,0.79,1.27,0.76,1.05,74917400,345787000,1.01
2017-11-02,1.05,1.27,0.92,1.12,68358600,462451000,1.10
2017-11-03,1.12,1.39,1.06,1.21,59247900,496753000,1.23
2017-11-04,1.20,1.29,1.06,1.12,37546000,536628000,1.18
2017-11-05,1.11,1.16,0.99,1.09,32996400,498621000,1.07
2017-11-06,1.07,1.07,0.91,0.92,26059800,481154000,0.99
2017-11-07,0.92,0.99,0.92,0.95,16941200,417944000,0.95
2017-11-08,0.95,1.18,0.95,1.13,37971000,436217000,1.06
2017-11-09,1.13,1.21,1.13,1.18,24725800,521918000,1.17
2017-11-10,1.18,1.18,0.99,1.03,23024200,546866000,1.09
2017-11-11,1.03,1.18,1.01,1.16,27539300,478130000,1.09
2017-11-12,1.16,1.18,1.04,1.09,29229800,541171000,1.11
2017-11-13,1.09,1.19,1.08,1.18,20848600,513122000,1.14
2017-11-14,1.18,1.67,1.18,1.67,107326000,555067000,1.42
2017-11-15,1.68,1.74,1.54,1.67,64150700,794660000,1.64
2017-11-16,1.67,1.84,1.57,1.65,64675200,800620000,1.71
2017-11-17,1.66,1.82,1.60,1.75,50782500,797405000,1.71
2017-11-18,1.74,1.98,1.66,1.93,52951400,840206000,1.82
2017-11-19,1.92,2.03,1.77,1.88,55081600,928877000,1.90
2017-11-20,1.89,2.04,1.83,1.99,55477200,917196000,1.94
2017-11-21,2.00,2.11,1.85,1.90,56022900,976585000,1.98
2017-11-22,1.91,1.98,1.79,1.89,44297600,937115000,1.89
2017-11-23,1.89,1.98,1.85,1.89,42235000,929842000,1.92
2017-11-24,1.89,1.91,1.73,1.88,44111800,936708000,1.82
2017-11-25,1.88,2.06,1.79,2.05,48591800,934125000,1.93
2017-11-26,2.05,2.66,1.94,2.46,116846000,1023900000,2.30
2017-11-27,2.46,2.94,2.38,2.86,126962000,1229350000,2.66
2017-11-28,2.86,3.07,2.75,2.75,98904100,1440200000,2.91
2017-11-29,2.79,3.33,2.54,2.71,133125000,1407010000,2.94
2017-11-30,2.76,2.99,2.54,2.85,92059600,1401530000,2.77
2017-12-01,2.83,3.24,2.73,3.24,74402000,1443760000,2.99
2017-12-02,3.24,3.99,3.21,3.92,163479000,1661260000,3.60
2017-12-03,3.94,4.12,3.44,3.61,132280000,2026220000,3.78
2017-12-04,3.61,4.13,3.50,4.03,163900000,1865930000,3.81
2017-12-05,4.06,4.47,3.69,4.24,181418000,2107440000,4.08
2017-12-06,4.27,5.10,4.20,4.55,200253000,2219990000,4.65
2017-12-07,4.52,4.52,3.56,3.99,183666000,2358120000,4.04
2017-12-08,3.99,4.59,3.74,4.29,149508000,2093350000,4.17
2017-12-09,4.28,4.68,3.80,4.06,133142000,2254300000,4.24
2017-12-10,4.07,4.07,3.55,3.77,98890000,2152680000,3.81
2017-12-11,3.77,4.48,3.73,4.36,153155000,2000150000,4.11
2017-12-12,4.38,5.73,4.26,5.30,266450000,2331870000,5.00
2017-12-13,5.32,7.30,5.05,7.30,663821000,2846320000,6.17
2017-12-14,7.24,8.74,7.17,8.40,613600000,3887060000,7.96
2017-12-15,8.41,8.41,6.88,8.13,640458000,4531340000,7.64
2017-12-16,8.14,9.26,8.13,8.61,540462000,4405780000,8.70
2017-12-17,8.60,8.98,8.21,8.22,361464000,4673800000,8.60
2017-12-18,8.22,9.39,7.67,9.21,577650000,4478700000,8.53
2017-12-19,9.24,12.90,9.23,12.38,1688240000,5057770000,11.07
2017-12-20,12.45,12.60,10.37,11.99,775977000,6840160000,11.48
2017-12-21,11.96,13.18,10.08,10.60,349756000,6591520000,11.63
2017-12-22,10.66,10.67,6.69,7.84,612398000,5898340000,8.68
2017-12-23,7.97,9.48,7.95,8.48,233174000,4437100000,8.71
2017-12-24,8.51,8.56,7.26,8.14,192175000,4753620000,7.91
2017-12-25,8.20,9.81,7.92,9.77,337893000,4597290000,8.87
2017-12-26,9.77,10.10,9.63,9.82,336595000,5497600000,9.87
2017-12-27,9.83,10.81,9.79,10.56,530216000,5551810000,10.30
2017-12-28,10.54,10.57,8.41,9.57,478886000,5978450000,9.49
2017-12-29,9.60,9.87,9.22,9.44,448090000,5459440000,9.54
2017-12-30,9.46,9.50,8.35,8.56,499400000,5402020000,8.93
2017-12-31,8.51,8.97,8.44,8.77,312308000,4876510000,8.71
2018-01-01,8.77,9.11,8.51,8.84,331073000,5041600000,8.81
2018-01-02,8.91,9.78,8.91,9.33,552189000,5144580000,9.34
2018-01-03,9.32,10.23,8.85,10.23,529459000,5394840000,9.54
2018-01-04,10.45,11.97,10.29,11.28,1204970000,6076410000,11.13
2018-01-05,11.23,11.51,10.40,10.84,618755000,6549910000,10.96
2018-01-06,10.81,12.58,10.46,12.58,688819000,6324240000,11.52
2018-01-07,12.77,13.37,12.09,12.52,781497000,7495320000,12.73
2018-01-08,12.51,12.58,8.44,9.69,697175000,7367780000,10.51
2018-01-09,9.67,9.76,8.99,9.33,546937000,5711470000,9.38
2018-01-10,9.33,11.63,8.68,11.34,1211790000,5534140000,10.16
2018-01-11,11.33,12.42,9.31,11.35,1161850000,6741700000,10.87
2018-01-12,11.40,15.34,10.78,13.75,2449370000,6804430000,13.06
2018-01-13,13.92,18.71,13.54,16.23,3379130000,8336870000,16.12
2018-01-14,16.17,16.17,13.31,13.44,1162420000,9718770000,14.74
2018-01-15,13.42,14.83,12.92,12.94,806381000,8110090000,13.88
2018-01-16,12.96,13.04,8.60,10.28,1599730000,7857840000,10.82
2018-01-17,10.20,10.57,7.67,10.19,1625250000,6209050000,9.12
2018-01-18,10.20,11.27,9.89,10.51,1266300000,6230180000,10.58
2018-01-19,10.38,11.77,9.92,11.18,845596000,6365040000,10.84
2018-01-20,11.25,15.76,11.25,15.52,2777450000,6920580000,13.50
